,Index,Interval,Background cut,Beauty cut,Signal cut,Efficiency,Beauty Efficiency
0,0,"(4.8, 20)",0.6822263724312696,0.5631385734304146,0.5911848484182202,0.0750081664793118,0.020850965176273197
