fM,fPt
2.4872715,3.0169384
2.253729,3.0341592
2.1777694,3.0279887
2.189961,3.0857646
2.1480722,3.0271976
2.3060443,3.0066025
2.2507386,2.9626987
2.500561,2.992004
2.2916305,2.9333186
2.1155093,3.0373924
2.3474627,3.0244484
2.110247,2.9046323
2.2997706,3.0760913
2.1903183,2.9554474
2.186758,3.0063791
2.1050694,3.0566828
2.2389169,2.9155247
2.4832108,2.9868069
2.1000755,2.999032
2.1965168,3.0212767
2.3622735,3.004622
2.276281,2.9147816
2.2668443,2.9261565
2.1559014,2.9788704
2.110396,3.0719366
2.369477,2.9556262
2.3499064,3.0045269
2.2113068,3.0426314
2.5226502,3.0930355
2.2756836,2.981149
2.2187698,3.0009327
2.1158023,2.964528
2.1057959,3.0679996
2.400681,2.9475086
2.3299496,2.925761
2.1050875,3.0869973
2.2871888,3.0482247
2.4830256,3.0453188
2.3410025,2.9356403
2.2723346,3.0561345
2.1899767,3.0232718
2.1766026,2.9842079
2.3570797,2.9842079
2.1104803,3.0196993
2.488326,3.0879972
2.2418766,2.9097795
2.47299,2.993276
2.2045293,2.9385762
2.1133265,2.921328
2.1431315,2.9416652
2.291223,2.9031432
2.34718,3.0542672
2.4140193,2.9392195
2.1269133,2.9044416
2.2015681,2.9413428
2.178233,2.9950984
2.1515324,3.0337255
2.1680522,2.9939716
2.4134934,2.9818463
2.100147,3.0363777
2.1678839,3.0821514
2.3955865,2.9331825
2.4824405,2.9331825
2.5358658,3.0662456
2.4083412,3.0795462
2.4319227,3.0158446
2.4037879,2.9440103
2.5230308,3.0002658
2.105311,3.069472
2.1998148,2.9533317
2.3780065,2.9461985
2.1668067,2.971905
2.3811016,2.9591882
2.2167356,2.9779296
2.2278128,2.9014328
2.2484984,2.9647448
2.3456469,2.9659004
2.1724842,3.0627651
2.1351886,2.9369535
2.3736298,2.9680948
2.289263,2.9614315
2.1392503,2.9702308
2.3798425,2.9885235
2.2965322,2.9968593
2.469342,2.9090648
2.2997901,2.910508
2.548582,3.0529408
2.2121239,3.052346
2.239808,2.9597368
2.31984,3.0330343
2.4774659,2.9061697
2.1234066,2.987395
2.3391829,2.916028
2.180318,3.0903218
2.2262037,3.025664
2.1166184,3.025664
2.1746535,3.0967488
2.2984166,3.0018637
2.3114808,3.0044177
2.2336059,3.021334
2.2348366,2.922143
