,Index,Interval,Background cut,Beauty cut,Signal cut,Efficiency,Beauty Efficiency
0,0,"(3.2, 4)",0.101406093799786,0.3082340380778116,0.5535662884768006,0.11081481147617787,0.03614264660073122
1,1,"(4, 5)",0.10123678251468442,0.5810512402934248,0.7146610145705273,0.12889319828467968,0.036490082507294755
