fM,fPt
1.9270906,3.4122212
1.8436973,3.680813
1.8570826,3.6712143
1.7169847,3.6712143
1.6836092,3.8515167
1.8427233,3.5615044
1.7492195,3.722058
1.9652876,3.722058
1.9060959,3.9117575
1.8474025,3.5891685
1.800487,3.466264
1.7435789,3.8858862
1.7997531,3.2091494
1.7182239,3.6548953
1.8829743,3.2532606
2.059893,3.2448714
2.009251,3.507159
1.9032092,3.7240262
1.7223448,3.7240262
1.740111,3.9655013
2.0543356,3.4435253
1.7211739,3.471712
1.8461174,3.6329563
1.757819,3.5480666
1.6762979,3.3247168
1.7027936,3.2630665
1.7658781,3.3273063
1.8136507,3.2195573
1.7678179,3.8481357
1.8763936,3.768959
1.9108917,3.8552349
1.8281459,3.8415966
1.7477648,3.593805
2.0062263,3.256798
1.9258231,3.5715828
1.7970532,3.5715828
1.8738889,3.6780214
1.8250374,3.6780214
1.7036186,3.7739425
2.0545979,3.7755451
1.8762124,3.7755451
1.8133612,3.762711
1.8212667,3.4757628
1.996736,3.4879642
1.7995687,3.59559
1.8441873,3.2309515
1.8914013,3.586738
1.9252527,3.6587033
1.8928165,3.5621483
1.7521454,3.5621483
1.7534223,3.5148525
1.7168661,3.797759
1.8220165,3.6742535
1.813249,3.315349
1.9421997,3.2044349
1.7008126,3.2507136
1.6761187,3.4456112
1.7362968,3.8121264
1.9141324,3.7261767
1.9865664,3.8592205
1.9631585,3.8592205
1.6943144,3.9810536
1.862579,3.5295863
1.6803844,3.6103895
1.7900988,3.579322
1.8279765,3.5374613
1.7614222,3.9343448
1.9657845,3.952879
1.9005785,3.952879
1.8637673,3.998396
1.8550556,3.821887
2.0184345,3.593242
1.7241842,3.6716092
1.7887883,3.339223
1.863093,3.7460036
1.734236,3.8113947
1.7104849,3.3569643
1.8040498,3.4324498
1.8747416,3.3425555
1.9855018,3.931022
1.8597838,3.8543785
1.9172225,3.4504566
2.0549767,3.4504566
1.7783496,3.5232596
2.0546472,3.248778
1.7018387,3.7227178
2.0132382,3.5416791
1.6832178,3.429649
1.7093556,3.5721352
1.6973481,3.5761516
1.6700046,3.9384344
1.9313148,3.4993026
1.9647974,3.9860923
1.8288965,3.4816787
1.866955,3.6814477
1.8188839,3.4654503
2.0172942,3.5324728
1.7783287,3.4586182
1.7049996,3.762168
2.0178742,3.5070562
1.7076545,3.7883062
1.8342215,3.3833683
1.7257688,3.211015
1.7788808,3.211015
1.8700099,3.4027615
1.6756066,3.347319
1.8819271,3.222915
1.7168746,3.222915
1.7080806,3.5325894
1.8733355,3.4492505
1.6837149,3.6306872
1.6805918,3.6040502
1.7168324,3.6040502
1.7209991,3.32687
1.7848699,3.8692856
1.8871527,3.3258803
1.735058,3.2168407
1.8465787,3.3115861
1.8244306,3.4750266
1.6875064,3.2414732
1.7852013,3.8594334
1.8641071,3.2217631
1.8619318,3.2298675
1.8483626,3.5555894
1.8459622,3.5555894
1.8419309,3.6845422
1.7568738,3.2097607
1.8536935,3.7597623
1.9790484,3.9204028
1.7413414,3.6104352
1.7592885,3.9477308
1.7373366,3.2652118
1.8043133,3.3549232
1.8936566,3.5142353
1.8137413,3.5693922
1.8194215,3.649693
1.7665744,3.201061
2.0355268,3.949302
1.8114805,3.428022
1.7708406,3.2502096
1.734238,3.4586253
2.010252,3.8742242
1.6907566,3.8067439
1.8565392,3.5388446
1.8770876,3.3633382
1.8465227,3.5097804
1.8485593,3.5585327
1.7580115,3.397302
1.6807202,3.2690518
1.8668444,3.314755
2.0178194,3.317044
1.7226851,3.2773552
1.9129176,3.2773552
1.6868633,3.5298588
1.8523552,3.4312053
1.8587556,3.7653441
1.8514575,3.9135013
1.7667587,3.641574
1.6766671,3.5942614
1.7099026,3.5002596
1.7154946,3.5002596
1.7755101,3.4287426
1.6982331,3.4287426
1.8480864,3.693219
1.7972136,3.242986
1.690615,3.336681
1.6700068,3.229332
1.8420771,3.8557005
1.8928856,3.8557005
1.6818346,3.2400846
1.8751041,3.8943546
1.7467629,3.5813792
1.8607229,3.3362563
1.8606846,3.4280903
1.9321262,3.3566341
1.8829435,3.55571
1.816897,3.4795399
1.6739304,3.4795399
1.7013457,3.2153575
1.7189935,3.4653635
2.006556,3.7310727
1.854173,3.7310727
1.9204834,3.3325205
1.6869181,3.204443
1.9594772,3.6595953
1.899425,3.4946342
1.8410844,3.344897
1.9476072,3.3096628
1.8893708,3.639437
1.717639,3.9581895
1.6837045,3.5919955
2.0231745,3.9432142
1.9287649,3.2455106
1.808491,3.747077
1.7087166,3.721343
1.7515278,3.2476633
1.8978549,3.2109213
1.7450341,3.4558918
1.7379593,3.4216924
1.8215511,3.285096
1.785306,3.7438815
1.7730008,3.7438815
1.8462805,3.7659237
1.7151351,3.9386132
1.7261837,3.9386132
1.6744717,3.345099
1.720113,3.712598
2.0395513,3.989801
1.692502,3.9727945
1.9814988,3.4775574
1.8917754,3.6161182
2.0037274,3.7332568
1.7655542,3.5633283
1.851199,3.37017
1.7012454,3.725476
1.7548087,3.7993019
1.9341217,3.391514
1.7159578,3.4357545
1.7749827,3.8688273
1.9956119,3.8688273
1.9886128,3.7190676
1.6940819,3.2358031
2.0459766,3.880521
1.7030838,3.8051026
2.0265446,3.3507707
1.7675195,3.2555478
2.0339098,3.2423577
1.9281772,3.5827534
2.0356736,3.3993742
1.6754761,3.3095756
2.00133,3.8267078
1.8462193,3.8267078
1.7407439,3.3158283
1.7424871,3.5440528
1.8948382,3.252593
1.8762962,3.8130553
1.8913418,3.6453958
1.8641547,3.6453958
1.8171968,3.4847825
1.8912449,3.5672524
2.0293603,3.8042202
1.6834676,3.6040752
1.7446874,3.23835
1.6720642,3.23835
1.8659915,3.221157
1.8796899,3.5412629
1.7286779,3.6600745
2.0122488,3.6342995
1.6848419,3.5008688
1.7961229,3.646307
2.012741,3.451056
2.0024335,3.8504274
1.8559256,3.8504274
1.6701709,3.8011894
1.6932247,3.5803893
1.7992622,3.7536008
1.7118111,3.7456207
1.9457037,3.6776185
1.9169041,3.282652
