fM,fPt
2.392164,2.2921531
2.3652096,2.2586653
2.153411,2.2069657
2.1819866,2.284851
2.1005013,2.2175264
2.497799,2.2112827
2.1192632,2.2631779
2.1084056,2.3468
2.21187,2.2798696
2.125635,2.335175
2.3912842,2.2858696
2.176841,2.3437762
2.1738558,2.2042937
2.1211276,2.2127934
2.4548051,2.2196124
2.143246,2.230721
2.480042,2.235131
2.3092637,2.2198203
2.3181324,2.3239517
2.4734552,2.3146253
2.1520164,2.238904
2.124221,2.272062
2.1402285,2.2174888
2.2198179,2.3174298
2.5246801,2.2048936
2.142612,2.230605
2.1193264,2.3332384
2.4942381,2.2902408
2.113251,2.2286317
2.3378954,2.2709322
2.2265408,2.336854
2.2602386,2.2340558
2.1571252,2.212807
2.4762807,2.3214881
2.105138,2.2534015
2.425481,2.3463066
2.1229465,2.2369528
2.100405,2.3106995
2.5069623,2.2156842
2.4300263,2.2884855
2.120807,2.3268883
2.307973,2.3222551
2.1825764,2.229222
2.128082,2.2004545
2.115007,2.2371535
2.1870363,2.274119
2.3934581,2.2038069
2.298321,2.2899165
2.138817,2.2460504
2.3868191,2.2382827
2.103907,2.2797573
2.2978349,2.2247286
2.2755933,2.264087
2.2942488,2.3365526
2.170751,2.210167
2.2503495,2.2619894
2.127506,2.251828
2.2645564,2.318325
2.2342043,2.2717826
2.2638986,2.3001294
2.1381772,2.2179058
2.5258234,2.3089938
2.2310088,2.2142107
2.4016051,2.3274932
2.4722483,2.2707684
2.1183155,2.3079731
2.4345012,2.3408995
2.1009002,2.281266
2.542544,2.256491
2.472988,2.2135756
2.3900812,2.24184
2.1523776,2.3450198
2.4405596,2.253225
2.1908941,2.2355561
2.4555666,2.3480358
2.154079,2.2962224
2.3788426,2.2904575
2.1270287,2.3314774
2.179288,2.3371391
2.1109579,2.2890487
2.1433415,2.2142835
2.3453379,2.2365
2.1410174,2.3142052
2.1871557,2.348431
2.2322402,2.3025675
2.4676929,2.2479494
2.1385121,2.2418294
2.2327063,2.2787077
2.266432,2.2569163
2.268733,2.220966
2.2696512,2.2662966
2.4457946,2.3024528
2.3258998,2.209167
2.1717496,2.207954
2.1307845,2.2656894
2.1062782,2.237268
2.3170772,2.2639043
2.1239755,2.3390934
2.1773238,2.2462165
2.200076,2.226327
2.371597,2.2820606
2.241624,2.3309653
2.2838488,2.293034
2.2288783,2.2963784
2.1215253,2.3338668
2.2300656,2.342777
2.3423958,2.3041153
2.1226969,2.3431838
2.1078744,2.249843
2.1463435,2.2688441
2.1192536,2.244856
2.280925,2.224539
2.389159,2.3335295
2.109466,2.2906156
2.2936282,2.3234925
2.5338337,2.2720332
2.530085,2.2126641
2.220023,2.2261672
2.1890059,2.321643
2.5187929,2.2696815
2.3319292,2.329396
2.3158662,2.2053163
2.493047,2.254488
2.1258183,2.3151684
2.1061862,2.3099847
2.1313293,2.2504828
2.1066551,2.3025248
2.2590003,2.2563343
2.1216836,2.2234404
2.3070412,2.3156018
2.2251735,2.24534
2.3543684,2.2986598
2.3626316,2.273368
2.313335,2.2525952
2.1435225,2.2216396
2.136913,2.2046502
2.355563,2.2443092
2.4097707,2.3200288
2.180248,2.342472
2.1630483,2.330734
2.4917479,2.2171574
2.3642504,2.3100147
2.1253476,2.3042853
2.1319213,2.3081782
2.2436247,2.3487253
2.2682743,2.3392856
2.1008332,2.3207552
2.1225893,2.3322122
2.216151,2.275928
2.2769005,2.2004511
2.1967266,2.3470306
2.1175127,2.2019684
2.2639623,2.2739584
2.1555107,2.2263763
2.2410026,2.3296266
2.396762,2.2089095
2.354721,2.278142
2.489058,2.2886117
2.1512558,2.20635
2.319287,2.250734
2.2020063,2.246082
2.2431371,2.3063753
2.1800919,2.2740228
2.2664886,2.3361793
2.3377657,2.3307831
2.274259,2.278451
2.167121,2.3284514
2.4142437,2.2531877
2.1867337,2.3128247
2.4058561,2.3051581
2.2073793,2.22848
2.1001449,2.2270875
2.5404036,2.288696
2.2645621,2.3285682
2.1909003,2.3237019
2.3243775,2.2439146
2.1083066,2.3278787
2.1102173,2.3117516
2.547912,2.275705
2.2064066,2.2269034
2.479183,2.2913454
2.1280665,2.2792497
2.3111024,2.2405431
2.3602836,2.2553728
2.2913337,2.2135317
2.3041656,2.2291045
2.1054087,2.2851539
2.2823615,2.2321033
2.1737213,2.2016835
2.172916,2.2352824
2.311785,2.3481247
2.323178,2.2549746
2.1423888,2.221255
2.1897802,2.341449
2.3053935,2.2045443
2.3136277,2.3110762
2.1714363,2.2004945
2.135595,2.3089778
2.1325192,2.340051
2.4644215,2.3326566
2.1910577,2.2491682
2.3947444,2.2685406
2.2227516,2.3066142
2.3215613,2.3379495
2.3404672,2.2217016
2.2041345,2.308603
2.2262483,2.2820485
2.179652,2.3099823
2.1042933,2.2721794
2.1974344,2.3000576
2.3918161,2.2511318
2.133024,2.2348363
2.1457953,2.2936862
2.538618,2.2024822
2.1191547,2.2170486
2.1561582,2.2614622
2.256566,2.2486138
2.1210423,2.2591949
2.171766,2.2273595
2.1177688,2.2984955
