fM,fPt
2.1618268,4.5389986
2.2054925,4.4416723
2.135975,4.522068
2.4510276,4.3043823
2.2838628,4.6040683
2.1069791,4.6988354
2.538511,4.735756
2.2882884,4.4829464
2.428592,4.263609
2.2104752,4.2575917
2.1299853,4.7951035
2.2697668,4.6886272
2.5453954,4.650359
2.145121,4.681321
2.3396108,4.484483
2.4518466,4.369395
2.2248232,4.6444383
2.1466832,4.421741
2.1473725,4.634066
2.32998,4.255115
2.185114,4.663849
2.2045813,4.390887
2.2405484,4.260145
2.4488854,4.245927
2.2704673,4.2758965
2.1174035,4.6110783
2.2999184,4.638379
2.173776,4.582212
2.1519134,4.301665
2.3663635,4.2497087
2.1596818,4.634016
2.2063236,4.489391
2.3108094,4.716564
2.1481674,4.4533195
2.532132,4.5603833
2.5385478,4.476806
2.2458339,4.492993
2.2348578,4.509473
2.1766493,4.770358
2.4782703,4.449193
2.5184045,4.437972
2.2589116,4.2646046
2.406105,4.721382
2.5496407,4.377125
2.1006844,4.3364487
2.2168946,4.462866
2.135429,4.382613
2.1611855,4.604088
2.187381,4.286969
2.137626,4.637958
2.2380824,4.2550573
2.1503882,4.6001773
2.4125125,4.5435753
2.2869213,4.332513
2.3055089,4.399454
2.4903748,4.379448
2.5263834,4.3811903
2.379341,4.277243
2.1196673,4.449075
2.5067058,4.260416
2.1304598,4.6123176
2.2232513,4.7468123
2.1395757,4.7701464
2.1798818,4.396626
2.4448698,4.530751
2.2220628,4.6664433
2.4546006,4.5632176
2.279544,4.73443
2.1042597,4.349884
2.1718788,4.432934
2.319506,4.635128
2.3285115,4.635128
2.1434653,4.593685
2.4938715,4.327475
2.2132254,4.674476
2.4248838,4.5122037
2.182491,4.7815704
2.2161262,4.712334
2.1506429,4.6674786
2.1193318,4.3594437
2.2553072,4.4797716
2.3675275,4.257403
2.3706243,4.5728383
2.2174385,4.5119452
2.427466,4.6547174
2.1635125,4.701087
2.2370594,4.701087
2.1321032,4.580547
2.2703874,4.304098
2.1776648,4.2877755
2.1165223,4.522558
2.1542745,4.327034
2.4378614,4.798827
2.4678853,4.489341
2.1569023,4.5478644
2.277612,4.7162943
2.145234,4.3662043
2.4336863,4.3664894
2.1081855,4.271056
2.1494396,4.6115265
2.1549027,4.6033835
2.5354478,4.3632336
2.1792874,4.561958
2.512028,4.737745
2.1846738,4.301082
2.2569818,4.4152646
2.1100202,4.5601177
2.1131866,4.7856016
2.315772,4.3053446
2.1165435,4.3359017
2.3648045,4.300534
2.43306,4.300534
2.3630915,4.5313706
2.52115,4.328192
2.3766904,4.544826
2.5047295,4.2320538
2.2648108,4.789684
2.210544,4.4820414
2.2676528,4.7455606
2.1140609,4.331948
2.2072527,4.7506
2.124259,4.705862
2.1086738,4.577417
2.1472533,4.7940297
2.3491092,4.3043942
2.273072,4.2075224
2.2404125,4.3120275
2.2382238,4.3963966
2.2866983,4.4271483
2.1019983,4.5947914
2.106244,4.7665453
2.1713133,4.3401856
2.3329265,4.3058023
2.291409,4.4045715
2.1011643,4.692476
2.2327912,4.4682355
2.5290997,4.229715
2.1125388,4.2498755
2.5150251,4.6292076
2.3247116,4.7297745
2.274157,4.594367
2.228142,4.575833
2.5105464,4.5205364
2.1495006,4.7309375
2.2426028,4.714312
2.3172257,4.509882
2.2981582,4.509882
2.432032,4.559237
2.1445446,4.5193243
2.4181128,4.5650997
2.3672898,4.6784496
2.2054265,4.33002
2.314708,4.7255983
2.3887153,4.7073264
2.5070071,4.519134
2.3293977,4.2314005
2.1341007,4.4298625
2.251028,4.6502366
2.1906433,4.525135
2.2442029,4.6427207
2.1595213,4.6089606
2.2234669,4.7124906
2.321784,4.6868973
2.389368,4.3611817
2.3929596,4.639507
2.152807,4.241785
2.3126016,4.6151514
2.2397947,4.371409
2.2699478,4.4441056
2.1573827,4.2103634
2.2349176,4.507269
2.1811054,4.721506
2.4682264,4.7211957
2.1580255,4.2588434
2.1981485,4.5853157
2.4615912,4.2322316
2.3103142,4.569704
2.242309,4.5761085
2.1986485,4.2051797
2.134411,4.541451
2.4282064,4.263669
2.1749048,4.652145
2.4003456,4.6577415
2.1323478,4.6262865
2.4420886,4.7765365
2.4689353,4.694664
2.12346,4.590867
2.401909,4.258896
2.5014322,4.4578676
2.215199,4.4839296
2.3960495,4.613268
2.165792,4.6583996
2.1460547,4.4408164
2.4193342,4.691366
2.1519806,4.564883
2.2349153,4.585625
2.1935735,4.515899
2.2521963,4.2267666
2.2345264,4.4792476
2.1474273,4.2499566
2.331708,4.4163213
2.4592996,4.299727
2.169742,4.581479
2.1740036,4.6816635
2.2083125,4.6816635
2.2111807,4.4627433
2.243439,4.3279457
2.1234958,4.346445
2.2485027,4.219333
2.366248,4.6839685
2.2496781,4.384996
2.2328515,4.7078204
2.1125324,4.4413247
2.167803,4.6897516
2.2067006,4.682501
2.4289188,4.777907
2.2129889,4.5177894
2.4440975,4.2290072
2.2777097,4.3887544
2.257848,4.498503
2.2469943,4.5104084
2.1130285,4.466926
2.5459957,4.5759788
2.2494159,4.6864853
2.5242808,4.727056
2.115277,4.228586
2.5455513,4.5499706
2.1352043,4.3656354
2.3341305,4.4162354
2.4172192,4.2327914
2.453009,4.6763186
2.2874901,4.251988
2.1425562,4.2622175
2.2580695,4.247719
2.3286822,4.4231634
2.2280624,4.706888
2.2395859,4.2858257
2.1887143,4.627328
2.197911,4.3194346
2.3891523,4.22913
2.1019354,4.533427
2.4215968,4.574763
2.2403696,4.584691
2.2210557,4.7023005
2.4638894,4.572701
2.4278755,4.628545
2.200022,4.510003
2.1216295,4.3503
2.4888256,4.78508
2.5417082,4.78508
2.3380268,4.3541994
2.310733,4.2295294
2.1036658,4.3817015
2.1643224,4.2409854
2.531113,4.7706594
2.2154913,4.506379
2.2460165,4.6877303
2.4236012,4.544731
2.1726775,4.7229457
2.122179,4.531039
2.4322186,4.468607
2.1558692,4.5458555
2.1987343,4.3970647
2.1233807,4.418633
2.2867901,4.3106036
2.1430287,4.547773
2.285364,4.540036
2.1553547,4.540036
2.1352894,4.4651446
2.1841795,4.5155354
2.2223735,4.265732
2.4419339,4.4920444
2.176022,4.295131
2.4106956,4.488745
2.370086,4.780286
2.4921486,4.75914
2.1168208,4.5447783
2.1879992,4.433877
2.1361732,4.436849
2.4162037,4.7482066
2.1089847,4.69953
2.3981507,4.566138
2.1104622,4.4120927
2.4613545,4.507964
2.4865966,4.525365
2.110967,4.486722
2.188907,4.245685
2.1316323,4.4041395
2.368942,4.572089
2.1207385,4.4061255
2.3219059,4.289517
2.1083314,4.6516657
2.1710327,4.4037256
2.2653508,4.211783
2.4770274,4.719949
2.413149,4.714458
2.16104,4.2832355
2.1756754,4.3872514
2.2181292,4.3872514
2.4091156,4.5544
2.3509939,4.5384564
2.287328,4.3326454
2.377373,4.2418313
2.1121716,4.406488
2.232673,4.465518
2.2526004,4.742896
2.1203156,4.3876023
2.1416006,4.6666656
2.1247287,4.6768365
2.2695324,4.5111938
2.1375735,4.64056
2.506614,4.6139016
2.2179797,4.6892414
2.4366615,4.6457257
2.1243148,4.549746
2.1559582,4.562327
2.1814542,4.562327
2.1074555,4.570004
2.2807596,4.339745
2.1161065,4.6985455
2.1308477,4.2362733
2.2550461,4.4106865
2.3483841,4.72865
2.4371564,4.488556
2.1929514,4.251481
2.222887,4.601975
2.3522754,4.2078285
2.2953494,4.227564
2.1186295,4.736001
2.1487968,4.371355
2.2341413,4.2484107
2.3956573,4.2284384
2.4096196,4.6180816
2.2293677,4.205674
2.1233203,4.490954
2.2079787,4.433582
2.234442,4.5303874
2.1360826,4.5177555
2.329607,4.5926127
2.260802,4.243604
2.19806,4.512545
2.1925883,4.3067756
2.252351,4.372267
2.4803872,4.354045
2.228766,4.34198
2.1279793,4.6739006
2.163574,4.696985
2.172062,4.7530046
2.2886207,4.3530197
2.2807178,4.5355573
