fM,fPt
2.2151759,2.707143
2.263255,2.731083
2.127538,2.8681962
2.138474,2.7380617
2.2386422,2.7845385
2.1575787,2.8098483
2.2483375,2.79036
2.1408176,2.7286263
2.1210318,2.874719
2.3335674,2.7654202
2.351695,2.8783286
2.159654,2.8667533
2.1573234,2.7541356
2.1628017,2.8688467
2.113149,2.793306
2.1316261,2.7355752
2.3086782,2.89552
2.1219966,2.8346782
2.4126585,2.8854473
2.4229755,2.749888
2.1326723,2.7465758
2.1915298,2.784655
2.4860845,2.7272031
2.1467328,2.8282356
2.2134063,2.7730782
2.2173047,2.8679366
2.5108907,2.7114022
2.4511056,2.7156765
2.28137,2.8537538
2.2704518,2.843001
2.1720483,2.8079565
2.4439306,2.7992265
2.1373668,2.8623202
2.2613025,2.8440485
2.387437,2.7068992
2.2519004,2.8522897
2.1669774,2.7592943
2.1250381,2.84792
2.1042223,2.7353644
2.3156905,2.7821774
2.1019301,2.8420024
2.2031634,2.8014774
2.12768,2.8025556
2.28596,2.8752165
2.1929421,2.7002075
2.157462,2.7406511
2.1981885,2.7509847
2.4127963,2.7362216
2.3987691,2.7398374
2.1114285,2.8122973
2.4445865,2.7232568
2.255373,2.8703668
2.5167809,2.7466931
2.170061,2.7755837
2.1632392,2.7454362
2.3197992,2.7766082
2.1660268,2.7314036
2.1190066,2.7204964
2.2856061,2.844315
2.251266,2.7436767
2.136595,2.7417526
2.3060157,2.7812767
2.2470155,2.8072996
2.4257874,2.7801023
2.4469492,2.7214816
2.4276824,2.7151973
2.3830292,2.7151973
2.1079848,2.8489115
2.2117507,2.863454
2.363943,2.7016094
2.4627688,2.8397722
2.1656792,2.8495584
2.2055821,2.8085825
2.5039763,2.8630202
2.134036,2.726724
2.1329467,2.7055762
2.1327264,2.8457463
2.478385,2.7908878
2.2796042,2.8351617
2.1184182,2.7804224
2.4013836,2.7228775
2.2132604,2.7984967
2.2225564,2.810686
2.222319,2.7650483
2.118779,2.8085833
2.1991453,2.7847776
2.1285315,2.7363224
2.477199,2.7117348
2.2205896,2.8624976
2.1431181,2.7193396
2.498755,2.7734237
2.1977482,2.8244743
2.4036503,2.803943
2.2089722,2.8362014
2.1534255,2.8716536
2.4544613,2.830103
2.1818078,2.8830457
2.2079604,2.7935
2.1141474,2.8750074
2.3690655,2.8610764
2.1264584,2.8022294
2.2703564,2.7234254
2.1180735,2.7867324
2.2171078,2.715947
2.234331,2.8696365
2.3975306,2.8217013
2.25275,2.7194216
2.3638058,2.8526618
2.3515596,2.7950087
2.3118124,2.795911
2.1195657,2.75056
2.478525,2.7986188
2.1484776,2.8156066
2.1021924,2.8633218
2.1814523,2.894619
2.1586418,2.8361802
2.4378924,2.765277
2.2214947,2.7966506
2.3410897,2.7546322
2.3637254,2.8088942
2.4893095,2.7507758
2.277471,2.7841437
2.2135508,2.8577645
2.4010055,2.747499
2.2527514,2.7880447
2.5354226,2.8240047
2.2301567,2.798983
2.1441982,2.703784
2.102842,2.7261815
2.2398722,2.7809007
2.4482799,2.852079
2.4537425,2.8341856
2.2826223,2.7638056
2.250654,2.836176
2.2995572,2.8690717
2.1969798,2.7902458
2.1338298,2.7118824
2.164921,2.7449527
2.1654017,2.7028093
2.3666613,2.7182648
2.1893485,2.8121805
2.3792617,2.7387986
2.1168883,2.7396965
2.1654387,2.821191
2.2248857,2.8042302
2.1548553,2.7192283
2.1665134,2.8356376
2.4932618,2.875051
2.262438,2.708991
2.122258,2.7364674
2.1627066,2.7770128
2.2181532,2.7653887
2.16514,2.8517303
2.4029388,2.7260191
2.3761637,2.780095
2.2479372,2.8765152
2.1323576,2.7758453
2.1492162,2.726005
2.396217,2.760435
2.1128368,2.7915704
2.3529203,2.837078
2.380511,2.837078
2.1475499,2.8446357
2.2408135,2.817286
2.201483,2.7521167
2.3298643,2.7931902
2.3255959,2.8112366
2.4848995,2.7431788
2.15642,2.8057241
2.315104,2.8736644
2.1746876,2.7548335
2.1291249,2.8452115
2.148696,2.775688
2.259894,2.705197
2.4027684,2.7442608
2.4034703,2.811482
2.1922212,2.818491
2.1495616,2.7843082
2.1297352,2.8404365
2.2321618,2.8206756
2.3448448,2.7797894
2.2415068,2.7162533
2.2124438,2.7420545
2.1715577,2.7610037
2.1729555,2.781301
2.1760366,2.7400692
2.102544,2.7465801
2.2388408,2.8795853
2.1228356,2.7086098
2.225297,2.864738
2.3686664,2.7355897
2.3478143,2.7788408
2.3916163,2.8827221
2.1119041,2.7942667
2.3689868,2.725231
2.1304824,2.8044431
2.4299486,2.7338567
2.3434198,2.8794515
2.2115529,2.8784227
2.515523,2.832343
2.2946455,2.848103
2.3493743,2.848103
2.217347,2.743331
2.1983068,2.8493938
2.1621609,2.801183
2.1940784,2.8155289
2.3236978,2.719986
2.3206947,2.8002045
2.2531865,2.7934496
2.1793177,2.895612
2.3118246,2.8163326
2.133396,2.7731707
2.145921,2.7141721
2.4031498,2.7489662
2.170933,2.7423778
2.1055646,2.701716
2.5231545,2.8168693
2.1650307,2.8624132
2.1042585,2.8407836
2.3220446,2.7906325
2.1923206,2.8228002
2.270072,2.8022008
2.1090658,2.8887494
2.4184136,2.7011514
2.1208205,2.715858
2.5032094,2.7310636
2.3502247,2.8386164
2.1529987,2.7593856
2.1080306,2.8752983
2.1860757,2.7016716
2.2976105,2.704421
2.2365913,2.8666797
2.1333818,2.709879
2.3040519,2.734047
2.3523858,2.7185254
2.4697876,2.8324146
2.2408361,2.8449633
2.3376868,2.7883785
2.2635818,2.8309343
2.3499985,2.750997
2.1946363,2.8757584
2.2410777,2.7332387
2.3110738,2.8450563
2.4374607,2.8689377
2.1341615,2.8417532
2.2009165,2.7878444
2.3081772,2.7096903
2.2288134,2.878002
2.1024272,2.8307161
2.2166655,2.7636304
2.237648,2.832873
2.36598,2.7212436
2.2283459,2.8772097
2.1811674,2.877208
2.3375385,2.7454274
2.3097348,2.853008
2.1358173,2.7395487
2.2919993,2.7154055
2.1219082,2.8515964
2.3079813,2.8094125
2.1009264,2.885402
2.3293016,2.7580774
2.1621845,2.7635653
2.1691504,2.729297
2.1470046,2.7812982
2.2833495,2.7749417
2.1362276,2.8208795
2.5404809,2.765208
2.443462,2.7230308
2.2450466,2.7591264
2.2690496,2.8018792
2.2808504,2.7649574
2.1333585,2.790203
2.4410224,2.777916
2.2234125,2.7123008
2.1998634,2.7683456
2.1099234,2.835835
2.1413915,2.7292144
2.1163883,2.8904402
2.165145,2.7127106
2.4319458,2.713887
2.337535,2.8427403
2.1533866,2.7796369
2.1393318,2.760292
2.3693042,2.762586
2.19659,2.7548838
2.3777277,2.8823407
2.1853836,2.7652721
2.2555547,2.8486192
2.3183794,2.7824728
2.4164248,2.700651
2.1154253,2.8651567
2.1476655,2.7391696
2.2529902,2.8219867
2.283576,2.739686
2.2190816,2.7399848
2.1697137,2.726131
2.171108,2.753036
2.4063275,2.876897
2.259013,2.7644143
2.36815,2.8565137
2.1219556,2.7949967
2.371494,2.8725696
2.3086998,2.7919688
2.2078269,2.7017314
2.1633708,2.7780325
2.1480994,2.8511174
2.2876358,2.7770123
2.1982667,2.729194
2.1842046,2.7206192
2.110609,2.7211406
2.2771149,2.7048275
2.185069,2.8575442
2.2648911,2.8470802
2.2041433,2.885562
2.3177319,2.7227292
2.290819,2.8243568
2.2513368,2.7337
2.515474,2.752225
2.140196,2.7665472
2.2973168,2.7453518
2.1126842,2.7450378
2.414045,2.836602
2.3348763,2.8093312
2.1536582,2.7436695
2.16266,2.7901654
2.150148,2.8317215
2.1018379,2.8433414
2.204398,2.8417268
2.5189238,2.7813036
2.2387025,2.792281
2.1832025,2.8326395
2.2282274,2.8051171
2.1697755,2.8889415
2.173868,2.758916
2.4249282,2.8414297
2.209165,2.7788436
2.1633756,2.757241
2.5205889,2.8279457
2.1043973,2.7296617
2.5468867,2.742885
2.185416,2.714852
2.1144438,2.8025055
2.3039987,2.8670182
2.2187073,2.745449
2.3393326,2.7921133
2.1532075,2.720961
2.449907,2.7992253
2.4434657,2.7167492
2.3191335,2.8696947
2.3508584,2.8082633
2.1113887,2.8159268
2.1681519,2.830831
2.2476223,2.802259
2.2450826,2.8603652
2.3367805,2.8851228
2.2928188,2.7406049
2.406879,2.7025576
2.133197,2.8097174
2.338246,2.8191986
2.1554432,2.744116
2.2973523,2.7238734
